filename,width,height,class,xmin,ymin,xmax,ymax
DPAC_post_roi_15_rgb.txt,39,21,weeds,238,327,277,348
DPAC_post_roi_15_rgb.txt,136,104,weeds,411,272,547,376
DPAC_post_roi_15_rgb.txt,18,17,weeds,572,218,590,235
DPAC_post_roi_15_rgb.txt,13,21,weeds,534,154,547,175
DPAC_post_roi_15_rgb.txt,41,34,weeds,134,13,175,47
DPAC_post_roi_15_rgb.txt,26,24,weeds,219,52,245,76
DPAC_post_roi_15_rgb.txt,41,28,weeds,163,113,204,141
DPAC_post_roi_15_rgb.txt,28,31,weeds,238,337,266,368
DPAC_post_roi_15_rgb.txt,20,27,weeds,562,107,582,134
DPAC_post_roi_15_rgb.txt,38,35,weeds,602,95,640,130
DPAC_post_roi_15_rgb.txt,24,23,weeds,491,416,515,439
DPAC_post_roi_15_rgb.txt,24,26,weeds,616,392,640,418
DPAC_post_roi_15_rgb.txt,37,20,weeds,580,470,617,490
DPAC_post_roi_15_rgb.txt,47,42,weeds,52,70,99,112
DPAC_post_roi_15_rgb.txt,37,62,weeds,84,172,121,234
DPAC_post_roi_15_rgb.txt,20,19,weeds,191,236,211,255
DPAC_post_roi_15_rgb.txt,20,40,weeds,553,169,573,209
DPAC_post_roi_15_rgb.txt,13,24,weeds,28,488,41,512
DPAC_post_roi_15_rgb.txt,13,16,weeds,8,162,21,178
DPAC_post_roi_15_rgb.txt,28,17,weeds,528,387,556,404
DPAC_post_roi_15_rgb.txt,23,23,weeds,420,171,443,194
DPAC_post_roi_15_rgb.txt,30,33,weeds,31,6,61,39
DPAC_post_roi_15_rgb.txt,47,28,weeds,94,8,141,36
DPAC_post_roi_15_rgb.txt,43,52,weeds,6,106,49,158
DPAC_post_roi_15_rgb.txt,67,58,weeds,53,69,120,127
DPAC_post_roi_15_rgb.txt,35,16,weeds,183,13,218,29
DPAC_post_roi_15_rgb.txt,26,33,weeds,163,94,189,127
DPAC_post_roi_15_rgb.txt,41,20,weeds,191,50,232,70
DPAC_post_roi_15_rgb.txt,36,25,weeds,340,36,376,61
DPAC_post_roi_15_rgb.txt,41,16,weeds,373,14,414,30
DPAC_post_roi_15_rgb.txt,33,24,weeds,390,40,423,64
DPAC_post_roi_15_rgb.txt,39,26,weeds,267,131,306,157
DPAC_post_roi_15_rgb.txt,35,50,weeds,178,138,213,188
DPAC_post_roi_15_rgb.txt,47,32,weeds,124,265,171,297
DPAC_post_roi_15_rgb.txt,29,32,weeds,321,248,350,280
DPAC_post_roi_15_rgb.txt,34,24,weeds,374,242,408,266
DPAC_post_roi_15_rgb.txt,40,31,weeds,356,141,396,172
DPAC_post_roi_15_rgb.txt,35,25,weeds,47,254,82,279
DPAC_post_roi_15_rgb.txt,33,20,weeds,461,25,494,45
DPAC_post_roi_15_rgb.txt,30,16,weeds,458,113,488,129
DPAC_post_roi_15_rgb.txt,28,18,weeds,504,135,532,153
DPAC_post_roi_15_rgb.txt,18,23,weeds,499,453,517,476
DPAC_post_roi_15_rgb.txt,22,26,weeds,573,226,595,252
DPAC_post_roi_15_rgb.txt,23,19,weeds,602,198,625,217
DPAC_post_roi_15_rgb.txt,12,15,weeds,578,492,590,507
DPAC_post_roi_15_rgb.txt,31,48,weeds,197,195,228,243
DPAC_post_roi_15_rgb.txt,28,22,weeds,248,255,276,277
DPAC_post_roi_15_rgb.txt,33,14,weeds,101,310,134,324
DPAC_post_roi_15_rgb.txt,17,18,weeds,205,341,222,359
DPAC_post_roi_15_rgb.txt,27,42,weeds,147,383,174,425
DPAC_post_roi_15_rgb.txt,25,12,weeds,414,204,439,216
DPAC_post_roi_15_rgb.txt,38,22,weeds,378,88,416,110
DPAC_post_roi_15_rgb.txt,15,10,weeds,479,60,494,70
DPAC_post_roi_15_rgb.txt,28,10,weeds,119,501,147,511
DPAC_post_roi_15_rgb.txt,52,25,weeds,380,58,432,83
DPAC_post_roi_15_rgb.txt,28,29,weeds,520,10,548,39
DPAC_post_roi_15_rgb.txt,60,28,weeds,245,319,305,347
DPAC_post_roi_15_rgb.txt,24,23,weeds,614,232,638,255
DPAC_post_roi_15_rgb.txt,12,18,weeds,7,229,19,247
DPAC_post_roi_15_rgb.txt,18,17,weeds,481,207,499,224
DPAC_post_roi_15_rgb.txt,14,16,weeds,348,333,362,349
DPAC_post_roi_15_rgb.txt,70,54,weeds,561,278,631,332
DPAC_post_roi_15_rgb.txt,40,35,weeds,133,391,173,426
DPAC_post_roi_15_rgb.txt,48,25,weeds,328,230,376,255
DPAC_post_roi_15_rgb.txt,23,16,weeds,600,494,623,510
DPAC_post_roi_15_rgb.txt,18,24,weeds,490,464,508,488
DPAC_post_roi_15_rgb.txt,35,40,weeds,564,34,599,74
DPAC_post_roi_15_rgb.txt,29,21,weeds,242,14,271,35
DPAC_post_roi_15_rgb.txt,17,15,weeds,353,2,370,17
DPAC_post_roi_15_rgb.txt,28,18,weeds,612,2,640,20
DPAC_post_roi_15_rgb.txt,36,38,weeds,196,213,232,251
DPAC_post_roi_15_rgb.txt,32,25,weeds,155,265,187,290
DPAC_post_roi_15_rgb.txt,16,19,weeds,44,300,60,319
DPAC_post_roi_15_rgb.txt,27,24,weeds,291,344,318,368
DPAC_post_roi_15_rgb.txt,23,25,weeds,265,455,288,480
DPAC_post_roi_15_rgb.txt,24,29,weeds,177,378,201,407
DPAC_post_roi_15_rgb.txt,32,31,weeds,243,381,275,412
DPAC_post_roi_15_rgb.txt,33,23,weeds,220,354,253,377
DPAC_post_roi_15_rgb.txt,27,24,weeds,200,413,227,437
DPAC_post_roi_15_rgb.txt,22,23,weeds,312,423,334,446
DPAC_post_roi_15_rgb.txt,49,55,weeds,589,457,638,512
DPAC_post_roi_15_rgb.txt,28,24,weeds,303,212,331,236
DPAC_post_roi_15_rgb.txt,25,22,weeds,345,208,370,230
DPAC_post_roi_15_rgb.txt,28,21,weeds,381,313,409,334
DPAC_post_roi_15_rgb.txt,29,52,weeds,553,440,582,492
DPAC_post_roi_15_rgb.txt,18,19,weeds,94,430,112,449
DPAC_post_roi_15_rgb.txt,19,39,weeds,598,188,617,227
DPAC_post_roi_15_rgb.txt,30,23,weeds,562,369,592,392
DPAC_post_roi_15_rgb.txt,30,39,weeds,467,278,497,317
DPAC_post_roi_15_rgb.txt,9,17,weeds,328,245,337,262
DPAC_post_roi_15_rgb.txt,30,22,weeds,490,479,520,501
DPAC_post_roi_15_rgb.txt,21,20,weeds,390,142,411,162
DPAC_post_roi_15_rgb.txt,30,36,weeds,497,200,527,236
DPAC_post_roi_15_rgb.txt,40,19,weeds,362,315,402,334
DPAC_post_roi_15_rgb.txt,46,32,weeds,340,340,386,372
DPAC_post_roi_15_rgb.txt,27,19,weeds,244,379,271,398
DPAC_post_roi_15_rgb.txt,39,25,weeds,330,403,369,428
DPAC_post_roi_15_rgb.txt,20,29,weeds,290,422,310,451
DPAC_post_roi_15_rgb.txt,27,29,weeds,486,366,513,395
DPAC_post_roi_15_rgb.txt,14,25,weeds,552,360,566,385
DPAC_post_roi_15_rgb.txt,19,12,weeds,571,442,590,454
DPAC_post_roi_15_rgb.txt,33,16,weeds,484,494,517,510
DPAC_post_roi_15_rgb.txt,13,21,weeds,30,327,43,348
DPAC_post_roi_15_rgb.txt,33,32,weeds,491,141,524,173
DPAC_post_roi_15_rgb.txt,29,18,weeds,461,71,490,89
DPAC_post_roi_15_rgb.txt,30,23,weeds,530,45,560,68
DPAC_post_roi_15_rgb.txt,24,18,weeds,529,206,553,224
DPAC_post_roi_15_rgb.txt,18,16,weeds,580,220,598,236
DPAC_post_roi_15_rgb.txt,23,21,weeds,588,293,611,314
DPAC_post_roi_15_rgb.txt,11,20,weeds,628,30,639,50
DPAC_post_roi_15_rgb.txt,24,41,weeds,0,24,24,65
DPAC_post_roi_15_rgb.txt,32,13,weeds,60,0,92,13
DPAC_post_roi_15_rgb.txt,37,37,weeds,186,89,223,126
DPAC_post_roi_15_rgb.txt,28,31,weeds,50,88,78,119
DPAC_post_roi_15_rgb.txt,35,29,weeds,18,171,53,200
DPAC_post_roi_15_rgb.txt,30,15,weeds,82,147,112,162
DPAC_post_roi_15_rgb.txt,32,21,weeds,120,192,152,213
DPAC_post_roi_15_rgb.txt,33,21,weeds,108,259,141,280
DPAC_post_roi_15_rgb.txt,29,16,weeds,191,225,220,241
DPAC_post_roi_15_rgb.txt,33,38,weeds,5,284,38,322
DPAC_post_roi_15_rgb.txt,42,37,weeds,202,371,244,408
DPAC_post_roi_15_rgb.txt,34,21,weeds,317,491,351,512
DPAC_post_roi_15_rgb.txt,33,35,weeds,547,267,580,302
DPAC_post_roi_15_rgb.txt,33,33,weeds,592,326,625,359
DPAC_post_roi_15_rgb.txt,46,38,weeds,503,345,549,383
DPAC_post_roi_15_rgb.txt,19,21,weeds,578,108,597,129
DPAC_post_roi_15_rgb.txt,26,20,weeds,580,166,606,186
DPAC_post_roi_15_rgb.txt,24,21,weeds,604,140,628,161
DPAC_post_roi_15_rgb.txt,30,19,weeds,564,195,594,214
DPAC_post_roi_15_rgb.txt,26,21,weeds,464,136,490,157
DPAC_post_roi_15_rgb.txt,14,21,weeds,625,187,639,208
DPAC_post_roi_15_rgb.txt,21,18,weeds,519,158,540,176
DPAC_post_roi_15_rgb.txt,27,17,weeds,508,84,535,101
DPAC_post_roi_15_rgb.txt,20,20,weeds,562,44,582,64
DPAC_post_roi_15_rgb.txt,27,18,weeds,586,7,613,25
DPAC_post_roi_15_rgb.txt,28,17,weeds,539,1,567,18
DPAC_post_roi_15_rgb.txt,24,20,weeds,449,2,473,22
DPAC_post_roi_15_rgb.txt,27,18,weeds,382,1,409,19
DPAC_post_roi_15_rgb.txt,15,11,weeds,579,78,594,89
DPAC_post_roi_15_rgb.txt,33,14,weeds,352,272,385,286
DPAC_post_roi_15_rgb.txt,57,27,weeds,521,469,578,496
DPAC_post_roi_15_rgb.txt,28,21,weeds,570,401,598,422
DPAC_post_roi_15_rgb.txt,36,34,weeds,22,478,58,512
DPAC_post_roi_15_rgb.txt,26,32,weeds,290,443,316,475
DPAC_post_roi_15_rgb.txt,49,37,weeds,30,1,79,38
DPAC_post_roi_15_rgb.txt,24,46,weeds,0,38,24,84
DPAC_post_roi_15_rgb.txt,54,39,weeds,10,112,64,151
DPAC_post_roi_15_rgb.txt,14,68,weeds,2,190,16,258
DPAC_post_roi_15_rgb.txt,75,51,weeds,18,426,93,477
DPAC_post_roi_15_rgb.txt,39,34,weeds,117,412,156,446
DPAC_post_roi_15_rgb.txt,49,42,weeds,110,326,159,368
DPAC_post_roi_15_rgb.txt,47,40,weeds,159,291,206,331
DPAC_post_roi_15_rgb.txt,51,31,weeds,61,259,112,290
DPAC_post_roi_15_rgb.txt,37,44,weeds,111,230,148,274
DPAC_post_roi_15_rgb.txt,55,39,weeds,56,208,111,247
DPAC_post_roi_15_rgb.txt,38,41,weeds,34,62,72,103
DPAC_post_roi_15_rgb.txt,38,56,weeds,100,60,138,116
DPAC_post_roi_15_rgb.txt,57,54,weeds,116,155,173,209
DPAC_post_roi_15_rgb.txt,16,21,weeds,182,153,198,174
DPAC_post_roi_15_rgb.txt,42,25,weeds,210,129,252,154
DPAC_post_roi_15_rgb.txt,44,36,weeds,265,94,309,130
DPAC_post_roi_15_rgb.txt,24,33,weeds,54,358,78,391
DPAC_post_roi_15_rgb.txt,21,21,weeds,7,355,28,376
DPAC_post_roi_15_rgb.txt,30,20,weeds,126,276,156,296
DPAC_post_roi_15_rgb.txt,18,17,weeds,163,389,181,406
DPAC_post_roi_15_rgb.txt,30,24,weeds,208,211,238,235
DPAC_post_roi_15_rgb.txt,46,27,weeds,241,192,287,219
DPAC_post_roi_15_rgb.txt,54,33,weeds,186,13,240,46
DPAC_post_roi_15_rgb.txt,27,20,weeds,261,39,288,59
DPAC_post_roi_15_rgb.txt,20,23,weeds,303,26,323,49
DPAC_post_roi_15_rgb.txt,41,31,weeds,404,73,445,104
DPAC_post_roi_15_rgb.txt,38,44,weeds,394,137,432,181
DPAC_post_roi_15_rgb.txt,14,31,weeds,399,191,413,222
DPAC_post_roi_15_rgb.txt,49,42,weeds,422,263,471,305
DPAC_post_roi_15_rgb.txt,44,44,weeds,496,222,540,266
DPAC_post_roi_15_rgb.txt,44,44,weeds,553,231,597,275
DPAC_post_roi_15_rgb.txt,31,33,weeds,525,2,556,35
DPAC_post_roi_15_rgb.txt,45,22,weeds,579,29,624,51
DPAC_post_roi_15_rgb.txt,34,23,weeds,598,188,632,211
DPAC_post_roi_15_rgb.txt,85,77,weeds,460,373,545,450
DPAC_post_roi_15_rgb.txt,46,35,weeds,473,472,519,507
DPAC_post_roi_15_rgb.txt,27,48,weeds,593,337,620,385
DPAC_post_roi_15_rgb.txt,27,29,weeds,288,425,315,454
DPAC_post_roi_15_rgb.txt,20,26,weeds,298,348,318,374
DPAC_post_roi_15_rgb.txt,25,27,weeds,570,417,595,444
DPAC_post_roi_15_rgb.txt,50,45,weeds,38,19,88,64
DPAC_post_roi_15_rgb.txt,49,46,weeds,330,2,379,48
DPAC_post_roi_15_rgb.txt,45,19,weeds,160,0,205,19
DPAC_post_roi_15_rgb.txt,26,30,weeds,602,267,628,297
DPAC_post_roi_15_rgb.txt,55,44,weeds,247,82,302,126
DPAC_post_roi_15_rgb.txt,32,44,weeds,498,372,530,416
DPAC_post_roi_15_rgb.txt,38,30,weeds,82,64,120,94
DPAC_post_roi_15_rgb.txt,29,25,weeds,484,60,513,85
DPAC_post_roi_15_rgb.txt,15,21,weeds,529,83,544,104
DPAC_post_roi_15_rgb.txt,11,11,weeds,296,444,307,455
DPAC_post_roi_15_rgb.txt,14,32,weeds,0,306,14,338
DPAC_post_roi_15_rgb.txt,15,15,weeds,99,395,114,410
DPAC_post_roi_15_rgb.txt,16,16,weeds,268,326,284,342
DPAC_post_roi_15_rgb.txt,12,17,weeds,339,303,351,320
DPAC_post_roi_15_rgb.txt,18,15,weeds,485,2,503,17
DPAC_post_roi_15_rgb.txt,37,31,weeds,228,9,265,40
DPAC_post_roi_15_rgb.txt,42,30,weeds,61,480,103,510
DPAC_post_roi_15_rgb.txt,48,44,weeds,144,274,192,318
DPAC_post_roi_15_rgb.txt,21,33,weeds,9,328,30,361
DPAC_post_roi_15_rgb.txt,32,22,weeds,300,190,332,212
DPAC_post_roi_15_rgb.txt,20,24,weeds,338,429,358,453
DPAC_post_roi_15_rgb.txt,42,32,weeds,452,430,494,462
DPAC_post_roi_15_rgb.txt,28,27,weeds,604,483,632,510
DPAC_post_roi_15_rgb.txt,34,27,weeds,515,407,549,434
DPAC_post_roi_15_rgb.txt,46,27,weeds,444,382,490,409
DPAC_post_roi_15_rgb.txt,28,23,weeds,434,341,462,364
DPAC_post_roi_15_rgb.txt,33,24,weeds,444,280,477,304
DPAC_post_roi_15_rgb.txt,23,21,weeds,475,301,498,322
DPAC_post_roi_15_rgb.txt,56,29,weeds,480,338,536,367
DPAC_post_roi_15_rgb.txt,22,22,weeds,608,359,630,381
DPAC_post_roi_15_rgb.txt,20,22,weeds,472,256,492,278
DPAC_post_roi_15_rgb.txt,32,23,weeds,575,193,607,216
DPAC_post_roi_15_rgb.txt,18,22,weeds,550,316,568,338
DPAC_post_roi_15_rgb.txt,26,24,weeds,498,2,524,26
DPAC_post_roi_15_rgb.txt,26,34,weeds,266,122,292,156
DPAC_post_roi_15_rgb.txt,41,27,weeds,113,358,154,385
DPAC_post_roi_15_rgb.txt,29,20,weeds,584,62,613,82
DPAC_post_roi_15_rgb.txt,29,23,weeds,558,31,587,54
DPAC_post_roi_15_rgb.txt,18,21,weeds,482,208,500,229
DPAC_post_roi_15_rgb.txt,12,15,weeds,421,273,433,288
DPAC_post_roi_15_rgb.txt,15,18,weeds,562,78,577,96
DPAC_post_roi_15_rgb.txt,90,59,weeds,0,23,90,82
DPAC_post_roi_15_rgb.txt,51,33,weeds,395,478,446,511
DPAC_post_roi_15_rgb.txt,36,24,weeds,604,154,640,178
DPAC_post_roi_15_rgb.txt,48,42,weeds,86,469,134,511
DPAC_post_roi_15_rgb.txt,31,28,weeds,321,462,352,490
DPAC_post_roi_15_rgb.txt,26,25,weeds,360,475,386,500
DPAC_post_roi_15_rgb.txt,28,24,weeds,352,440,380,464
DPAC_post_roi_15_rgb.txt,43,38,weeds,380,420,423,458
DPAC_post_roi_15_rgb.txt,31,24,weeds,440,429,471,453
DPAC_post_roi_15_rgb.txt,33,16,weeds,458,468,491,484
DPAC_post_roi_15_rgb.txt,26,17,weeds,496,488,522,505
DPAC_post_roi_15_rgb.txt,41,25,weeds,504,437,545,462
DPAC_post_roi_15_rgb.txt,40,30,weeds,466,373,506,403
DPAC_post_roi_15_rgb.txt,24,24,weeds,304,316,328,340
DPAC_post_roi_15_rgb.txt,30,30,weeds,396,166,426,196
DPAC_post_roi_15_rgb.txt,22,29,weeds,596,109,618,138
DPAC_post_roi_15_rgb.txt,29,32,weeds,580,168,609,200
DPAC_post_roi_15_rgb.txt,26,22,weeds,547,146,573,168
DPAC_post_roi_15_rgb.txt,12,11,weeds,556,289,568,300
DPAC_post_roi_15_rgb.txt,22,14,weeds,340,2,362,16
DPAC_post_roi_15_rgb.txt,20,36,weeds,2,254,22,290
DPAC_post_roi_15_rgb.txt,17,25,weeds,0,197,17,222
DPAC_post_roi_15_rgb.txt,23,20,weeds,239,207,262,227
DPAC_post_roi_15_rgb.txt,24,13,weeds,197,180,221,193
DPAC_post_roi_15_rgb.txt,10,20,weeds,2,294,12,314
DPAC_post_roi_15_rgb.txt,18,20,weeds,52,284,70,304
DPAC_post_roi_15_rgb.txt,18,20,weeds,10,80,28,100
DPAC_post_roi_15_rgb.txt,16,33,weeds,274,397,290,430
DPAC_post_roi_15_rgb.txt,109,86,weeds,203,129,312,215
DPAC_post_roi_15_rgb.txt,32,21,weeds,434,191,466,212
DPAC_post_roi_15_rgb.txt,31,25,weeds,76,45,107,70
DPAC_post_roi_15_rgb.txt,35,24,weeds,149,84,184,108
DPAC_post_roi_15_rgb.txt,36,34,weeds,222,92,258,126
DPAC_post_roi_15_rgb.txt,27,19,weeds,258,131,285,150
DPAC_post_roi_15_rgb.txt,23,18,weeds,302,148,325,166
DPAC_post_roi_15_rgb.txt,26,19,weeds,288,64,314,83
DPAC_post_roi_15_rgb.txt,24,27,weeds,324,25,348,52
DPAC_post_roi_15_rgb.txt,11,11,weeds,357,28,368,39
DPAC_post_roi_15_rgb.txt,45,24,weeds,381,46,426,70
DPAC_post_roi_15_rgb.txt,18,20,weeds,330,98,348,118
DPAC_post_roi_15_rgb.txt,18,17,weeds,364,67,382,84
DPAC_post_roi_15_rgb.txt,27,20,weeds,452,92,479,112
DPAC_post_roi_15_rgb.txt,26,14,weeds,458,30,484,44
DPAC_post_roi_15_rgb.txt,20,17,weeds,498,57,518,74
DPAC_post_roi_15_rgb.txt,8,19,weeds,630,31,638,50
DPAC_post_roi_15_rgb.txt,13,15,weeds,610,49,623,64
DPAC_post_roi_15_rgb.txt,21,16,weeds,568,24,589,40
DPAC_post_roi_15_rgb.txt,22,13,weeds,526,38,548,51
DPAC_post_roi_15_rgb.txt,17,22,weeds,505,99,522,121
DPAC_post_roi_15_rgb.txt,29,15,weeds,471,121,500,136
DPAC_post_roi_15_rgb.txt,28,19,weeds,440,177,468,196
DPAC_post_roi_15_rgb.txt,17,21,weeds,418,132,435,153
DPAC_post_roi_15_rgb.txt,18,19,weeds,393,208,411,227
DPAC_post_roi_15_rgb.txt,15,21,weeds,419,224,434,245
DPAC_post_roi_15_rgb.txt,19,9,weeds,417,255,436,264
DPAC_post_roi_15_rgb.txt,44,48,weeds,58,166,102,214
DPAC_post_roi_15_rgb.txt,30,35,weeds,374,321,404,356
DPAC_post_roi_15_rgb.txt,30,24,weeds,382,391,412,415
DPAC_post_roi_15_rgb.txt,20,25,weeds,615,437,635,462
DPAC_post_roi_15_rgb.txt,24,25,weeds,615,437,639,462
DPAC_post_roi_15_rgb.txt,19,21,weeds,562,358,581,379
DPAC_post_roi_15_rgb.txt,30,32,weeds,579,407,609,439
DPAC_post_roi_15_rgb.txt,12,16,weeds,559,430,571,446
DPAC_post_roi_15_rgb.txt,24,21,weeds,506,447,530,468
DPAC_post_roi_15_rgb.txt,23,20,weeds,555,474,578,494
DPAC_post_roi_15_rgb.txt,26,27,weeds,332,283,358,310
DPAC_post_roi_15_rgb.txt,24,21,weeds,346,245,370,266
DPAC_post_roi_15_rgb.txt,24,25,weeds,306,249,330,274
DPAC_post_roi_15_rgb.txt,21,16,weeds,240,161,261,177
DPAC_post_roi_15_rgb.txt,20,23,weeds,204,141,224,164
DPAC_post_roi_15_rgb.txt,23,32,weeds,116,230,139,262
DPAC_post_roi_15_rgb.txt,12,20,weeds,152,228,164,248
DPAC_post_roi_15_rgb.txt,15,18,weeds,184,258,199,276
DPAC_post_roi_15_rgb.txt,22,18,weeds,180,311,202,329
DPAC_post_roi_15_rgb.txt,8,29,weeds,240,344,248,373
DPAC_post_roi_15_rgb.txt,30,24,weeds,478,294,508,318
DPAC_post_roi_15_rgb.txt,18,16,weeds,36,495,54,511
DPAC_post_roi_15_rgb.txt,15,17,weeds,29,421,44,438
DPAC_post_roi_15_rgb.txt,22,23,weeds,182,442,204,465
DPAC_post_roi_15_rgb.txt,25,23,weeds,180,442,205,465
DPAC_post_roi_15_rgb.txt,32,14,weeds,178,468,210,482
DPAC_post_roi_15_rgb.txt,27,24,weeds,109,390,136,414
